,tu,đinh_nghia,điểm
19262,kèo cò,xemkèo nèo,0.0
19263,nâu nâu,xemnâu non,0.0
19264,cung nga,nhưcung nữ,0.0
19265,mô tả,xemmiêu tả,0.0
19266,kiết,nghèo túng,-0.7
19267,kem cây,xemkem que,0.0
19268,tử sinh,xemsinh tử,0.0
19269,giần giật,xemrần rật,-0.4
19270,hoàng thái hậu,mẹ của vua,0.0
19271,kên kên,xemkền kền,-0.6
19272,thủ túc,kẻ tay sai,-0.6
19273,sản hậu,xemhậu sản,0.0
19274,dung dị,nhưbình dị,0.5
19275,nhà lầu,nhưnhà gác,0.0
19276,lưỡng diện,có hai mặt,-0.8
19277,y viện,Bệnh viện.,0.0
19278,bồ nhìn,xembù nhìn,0.0
19279,hung đồ,kẻ hung ác,-0.9
19280,đáng sợ,gây sợ hãi,-0.8
19281,tạc đạn,nhưlựu đạn,-0.8
19282,oặt,cong xuống,0.0
19283,mơ mòng,nhưmơ màng,0.0
19284,sờ mó,để tay vào,-0.6
19285,sờ soạng,mò mẫm tìm,-0.4
19286,mỏi mệt,xemmệt mỏi,-0.5
19287,lúi xùi,nhưlùi xùi,-0.5
19288,ém dẹm,nhưém nhẹm,-0.4
19289,thực sự,xemthật sự,0.0
19290,nghị viên,nhưnghị sĩ,0.0
19291,trú sở,nơi đang ở,0.0
19292,quanh quéo,gần đâu đó,0.0
19293,chàng hảng,giạng háng,0.0
19294,làm kiểu,nhưlàm mẫu,0.0
19295,làm mai,nhưlàm mối,0.5
19296,nghì,tình nghĩa,0.8
19297,lông nheo,nhưlông mi,0.0
19298,rỉa ráy,nhưrỉa rói,-0.7
19299,rộn rực,xemrạo rực,0.8
19300,thủ thành,xemthủ môn,0.0
19301,tiết lậu,nhưtiết lộ,0.0
19302,lộng lẫy,đẹp rực rỡ,0.8
19303,lơ thơ,ít và thưa,0.0
19304,lờ lãi,nhưlời lãi,0.5
19305,thông tuệ,thông minh,0.7
19306,than tàu,xemthan gỗ,0.0
19307,dầm dề,ướt hết cả,-0.2
19308,khuất mặt,nơi xa xôi,0.0
19309,sờn lòng,nhưsờn chí,-0.6
19310,lữ xá,xemlữ điếm,0.0
19311,sum vầy,xemsum họp,0.6
19312,lề luật,xemluật lệ,0.0
19313,hồ hải,có chí khí,0.7
19314,thợ rào,nhưthợ rèn,0.0
19315,gớm ghê,xemghê gớm,-0.8
19316,thuể thoả,được như ý,0.7
19317,nghi lễ,xemlễ nghi,0.0
19318,lăn quay,ngã lăn ra,0.0
19319,nghịch ngợm,hay nghịch,-0.3
19320,nghiêm cách,rất nghiêm,-0.1
19321,diễm lệ,đẹp rực rỡ,0.8
19322,vô loại,Xemvô loài,-0.9
19323,ở dưng,ngồi không,0.0
19324,lữ quán,nhưlữ điếm,0.0
19325,lầm bầm,xemlẩm bẩm,-0.3
19326,rầy rật,đay nghiến,-0.7
19327,nhám,không nhẵn,0.0
19328,lạy van,xemvan lạy,-0.4
19329,lảu bảu,xemlàu bàu,-0.3
19330,cộc cằn,nhưcục cằn,-0.7
19331,phúc trạch,xemphúc ấm,0.7
19332,tình ái,xemái tình,0.8
19333,tê ngưu,nhưtê giác,0.0
19334,tàu điện,xemxe điện,0.0
19335,nước hai,nhưnước lợ,0.0
19336,cố đô,kinh đô cũ,0.0
19337,lửa tình,nhưlửa dục,-0.3
19338,cọt kẹt,nhưcót két,0.0
19339,giấy tín chỉ,xemtín chỉ,0.0
19340,phải đạo,hợp đạo lý,0.7
19341,triệt hồi,rút hẳn về,0.0
19342,nhà xia,nhưnhà xia,0.0
19343,xối xả,Rất nhiều.,0.0
19344,phục dược,uống thuốc,0.0
19345,ngon ơ,rất dễ làm,0.5
19346,lắt lay,xemlay lắt,-0.6
19347,ứng đáp,Xemđối đáp,0.0
19348,ước hẹn,Xemhẹn ước,0.3
19349,khác chi,cũng giống,0.0
19350,thổ tả,quá tồi tệ,-0.9
19351,thôi thối,hơi có mùi,-0.4
19352,thoai thoải,độ dốc nhỏ,0.0
19353,ở nể,nhưở không,0.0
19354,lầm dầm,nhưlầm rầm,-0.3
19355,mộng ảo,không thực,0.0
19356,thẹn thùng,tỏ ra thẹn,-0.2
19357,thua lỗ,bị mất vốn,-0.7
19358,khổ cực,xemcực khổ,-0.8
19359,lẩm ca lẩm cẩm,nhưlẩm cẩm,-0.6
19360,khó dạy,xemkhó bảo,-0.6
19361,khó nhằn,nhưkhó nhá,-0.5
19362,nhạc khí,nhưnhạc cụ,0.0
19363,hắt hiu,xemhiu hắt,-0.7
19364,nghênh tân,tiếp khách,0.0
19365,lộn bậy,nhưlộn xộn,-0.5
19366,răn bảo,khuyên bảo,0.1
19367,phụ tình,nhưphụ bạc,-0.8
19368,ngãi,tình nghĩa,0.7
19369,thản bạch,thẳng thắn,0.6
19370,nhũ bộ,cho con bú,0.0
19371,tả thực,nhưtả chân,0.0
19372,hồ khẩu,nuôi miệng,0.0
19373,nước tiểu,Nước giải.,0.0
19374,thiển kiến,xemthiển ý,0.0
19375,hỏm,lõm và hẹp,0.0
19376,giằn vặt,xemdằn vặt,-0.8
19377,nẫu nà,buồn phiền,-0.7
19378,giậm giật,xemrậm rật,0.0
19379,lố lỉnh,xemlố bịch,-0.6
19380,tẻo teo,rất nhỏ bé,0.0
19381,nguyên vẹn,còn đầy đủ,0.4
19382,ngường ngượng,hơi ngượng,-0.2
19383,ra sức,cố hết sức,0.5
19384,hói đầu,còn ít tóc,0.0
19385,lép xẹp,nhưlép kẹp,-0.3
19386,lê mê,không tỉnh,-0.5
19387,hậu tập,xemtập hậu,0.0
19388,cánh sinh,quyết sống,0.6
19389,giằn giỗi,nhưdằn dỗi,-0.4
19390,nhân ngãi,người tình,0.0
19391,lệ luật,xemluật lệ,0.0
19392,hôi thối,hôi và bẩn,-0.8
19393,hối hả,rất vội vã,0.0
19394,hôn ám,nhưmê muội,-0.7
19395,chầy,"muộn, chậm",-0.2
19396,hấp hối,sắp sụp đổ,-0.8
19397,hồng hộc,ngỗng trời,0.0
19398,nhân loại,loài người,0.0
19399,tài giảm,rút bớt đi,0.0
19400,lo lường,xemlo liệu,0.1
19401,lìm lịm,hơi lịm đi,-0.1
19402,nề nếp,xemnền nếp,0.6
19403,lân cận,ở bên cạnh,0.0
19404,lân tuất,nhưlân mẫn,0.7
19405,lẩn mẩn,xemtẩn mẩn,0.5
19406,tám hoánh,đã lâu lắm,0.0
19407,phá trinh,nhưphá tân,-0.3
19408,lược mau,xemlược bí,0.0
19409,khét mò,nhưkhét mù,-0.4
19410,rau đậu,rau và đậu,0.0
19411,thi phú,thơ và phú,0.0
19412,răm,xemrau răm,0.0
19413,leo teo,xemlèo tèo,-0.2
19414,giỏng tai,chú ý nghe,0.0
19415,hất hủi,xemhắt hủi,-0.8
19416,trường bay,nhưsân bay,0.0
19417,kim cổ,xưa và nay,0.0
19418,suy yếu,kém dần đi,-0.7
19419,sửng,ngẩn người,0.0
19420,nổ bùng,nổ tung ra,-0.5
19421,nộ nạt,doạ cho sợ,-0.7
19422,xài,Tiêu dùng.,0.0
19423,xao động,Không yên.,-0.6
19424,quẩng mỡ,nhưrửng mỡ,-0.7
19425,nằm nơi,nhưnằm bếp,-0.2
19426,tán phiệu,nhưtán dóc,-0.3
19427,khờ,ngờ nghệch,-0.6
19428,khờ khĩnh,nhưkhờ dại,-0.6
19429,nhân tính,tính người,0.0
19430,ghế chao,nhưxích đu,0.0
19431,ghế dựa,xemghế tựa,0.0
19432,ngủ đỗ,nhưngủ đậu,0.0
19433,tạt tai,nhưtát tai,-0.9
19434,công lý,xemcông lí,0.9
19435,công ty,xemcông ti,0.0
19436,phò mã,con rể vua,0.0
19437,thu chi,thu và chi,0.0
19438,thẻ ngà,xembài ngà,0.0
19439,nồ,đùa nghịch,0.4
19440,ống phóng,nhưống nhổ,0.0
19441,ống súc,nhưống nhổ,0.0
19442,thiếp phục,thuận theo,0.0
19443,sóm sém,nhưmóm mém,0.0
19444,huyễn,không thực,-0.2
19445,khổng lồ,rất to lớn,0.0
19446,giữ giàng,xemgiữ gìn,0.6
19447,gió bão,gió rất to,-0.7
19448,lường gạt,xemlừa gạt,-0.9
19449,ngu độn,nhưđần độn,-0.8
19450,lụi hụi,xemlúi húi,0.0
19451,lục lọi,nhưlục lạo,0.0
19452,tắt mắt,ăn cắp vặt,-0.7
19453,tắt nghỉ,nhưtắt thở,-0.8
19454,tảo tần,xemtần tảo,0.7
19455,nhòng,cao và gầy,0.0
19456,nhỏng nhảnh,vẻ lẳng lơ,-0.7
19457,hôm mai,nhưhôm sớm,0.0
19458,tom góp,xemgom góp,0.4
19459,thoang thoảng,có mùi nhẹ,0.2
19460,tục tử,kẻ thô tục,-0.7
19461,quay đơ,ngã lăn ra,-0.5
19462,mai mỉa,xemmỉa mai,-0.6
19463,gia tư,nhưgia sản,0.0
19464,đai cân,xemcân đai,0.0
19465,ca vũ,hát và múa,0.5
19466,tổn hao,xemhao tổn,-0.7
19467,siêu thanh,nhưsiêu âm,0.0
19468,sai suyễn,không đúng,-0.5
19469,mực thước,khuôn phép,0.6
19470,nói miệng,nhưnói mép,-0.4
19471,mắc míu,nhưmắc mứu,-0.5
19472,hồn phách,xemhồn vía,0.0
19473,tắt hơi,xemtắt thở,-0.8
19474,hầm trú ẩn,nơi ẩn nấp,0.3
19475,ngư phủ,nhưngư ông,0.0
19476,nguyệt điện,cung trăng,0.4
19477,ê mặt,quá xấu hổ,-0.8
19478,trễ biếng,xemtrễ nải,-0.7
19479,gắng gổ,cố sức làm,0.6
19480,muôn vàn,rất nhiều,0.0
19481,thảo lư,nhà tranh,0.0
19482,thánh nhân,bậc thánh,0.9
19483,xoắn xít,Quấn lấy.,0.4
19484,mải miết,xemmải mê,0.5
19485,phụng,xemphượng,0.8
19486,thảo đường,nhà tranh,0.0
19487,ổi trâu,ổi quả to,0.0
19488,tư gia,nhà riêng,0.0
19489,dâu gia,thông gia,0.0
19490,sau đây,tiếp theo,0.0
19491,tang sự,việc tang,-0.8
19492,mẹ ghẻ,nhưdì ghẻ,-0.5
19493,tông đơ,Xemtôngđơ,0.0
19494,tẩu thoát,chạy trốn,-0.3
19495,toi mạng,đáng chết,-0.9
19496,nhọ mặt,xemxấu hổ,-0.8
19497,gọi là,có tên là,0.0
19498,lưa thưa,nhưlơ thơ,-0.2
19499,bỉ mặt,coi khinh,-0.8
19500,phẳng lì,rất phẳng,0.0
19501,phỉ lòng,nhưphỉ dạ,0.6
19502,gô,trói chặt,-0.4
19503,hành khất,đi ăn xin,-0.6
19504,côn trùng,xemsâu bọ,0.0
19505,hắt hủi,đối xử tệ,-0.8
19506,tỏ bày,xembày tỏ,0.0
19507,mệt lử,nhưmệt lả,-0.5
19508,trả ân,xemtrả ơn,0.6
19509,nằm mê,chiêm bao,0.0
19510,nằm mộng,chiêm bao,0.0
19511,nghệch ngạc,nhưnghệch,-0.6
19512,phi xuất,nhưphi vụ,0.0
19513,tơ điều,nhưtơ đào,0.0
19514,tính danh,họ và tên,0.0
19515,tranh đấu,đấu tranh,0.1
19516,tranh tụng,kiện tụng,-0.5
19517,báo hỷ,xembáo hỉ,0.7
19518,báo ơn,nhưbáo ân,0.6
19519,lưỡng quyền,hai gò má,0.0
19520,bại trận,thua trận,-0.6
19521,phú cường,giàu mạnh,0.8
19522,mẫu tây,nhưhéc-ta,0.0
19523,nề hà,quản ngại,-0.1
19524,mẫu tử,mẹ và con,0.5
19525,ni cô,sư nữ trẻ,0.0
19526,xú uế,Hôi thối.,-0.7
19527,cổ nhân,chất phát,0.4
19528,phải giá,không đắt,0.4
19529,dưa leo,dưa chuột,0.0
19530,trận vong,chết trận,-0.8
19531,trập,cụp xuống,0.0
19532,ở lổ,Ở truồng.,0.0
19533,hỏi nhỏ,hỏi riêng,0.0
19534,hốt thuốc,bốc thuốc,0.0
19535,hòn dái,tinh hoàn,0.0
19536,cường tráng,khoẻ mạnh,0.8
19537,sụm,sụp xuống,-0.5
19538,nhà tiêu,nhưnhà xí,0.0
19539,xác xơ,Xemxơ xác,-0.7
19540,sút kém,kém trước,-0.6
19541,trị liệu,chữa bệnh,0.6
19542,ái,yêu đương,0.8
19543,nhà lao,nhưnhà tù,-0.7
19544,vặt vãnh,Nhỏ nhặt.,-0.2
19545,trối kệ,xemmặc kệ,-0.1
19546,ổn đáng,thoả đáng,0.5
19547,chác,chuốc lấy,-0.3
19548,cẩm thạch,xemđá hoa,0.0
19549,trọng thị,coi trọng,0.7
19550,nhắm chừng,xem chừng,0.0
19551,trô trố,mắt mở to,0.0
19552,u sầu,xemu buồn,-0.7
19553,giã từ,nhưtừ giã,0.0
19554,mịt mờ,xemmờ mịt,0.0
19555,mịt mù,xemmù mịt,0.0
19556,nhà khó,nhà nghèo,-0.6
19557,từ từ,thong thả,0.2
19558,đầy ắp,rất nhiều,0.6
19559,giả đò,nhưgiả vờ,0.0
19560,giả tảng,xemgiả vờ,0.0
19561,ghiền,nhưnghiện,-0.7
19562,tự kiêu,xemtự cao,-0.7
19563,tiền trình,tương lai,0.1
19564,tự phụ,xemtự cao,-0.7
19565,tự thị,xemtự cao,-0.7
19566,từa tựa,hơi giống,0.0
19567,quèn quèn,xoàn xĩnh,-0.4
19568,xinê,Điện ảnh.,0.0
19569,sinh ra,trở thành,0.0
19570,song đường,cha và mẹ,0.5
19571,Song đường,cha và mẹ,0.5
19572,gia ơn,nhưgia ân,0.6
19573,gia tăng,tăng thêm,0.0
19574,thành thân,thành hôn,0.7
19575,đoản kiếm,gươm ngắn,0.0
19576,bạch lạp,nến trắng,0.0
19577,trịt,sát xuống,0.0
19578,khéo ghét,đáng ghét,-0.8
19579,gật gà gật gù,xemgật gù,-0.2
19580,trí não,xemtrí óc,0.0
19581,tiên nga,nàng tiên,0.7
19582,tiên nữ,nàng tiên,0.7
19583,trong veo,rất trong,0.5
19584,quanh quánh,hơi quánh,0.0
19585,giâu gia,xemdâu da,0.0
19586,eo lưng,nhưeo ếch,0.3
19587,lơi lả,nhưlả lơi,-0.5
19588,mốc meo,mốc nhiều,-0.6
19589,nguyên lai,nguồn gốc,0.0
19590,ngũ sắc,nhiều màu,0.0
19591,trẹt,nông lòng,-0.6
19592,tréo ngoe,ngược đời,-0.3
19593,như in,rất giống,0.0
19594,như sau,kể ra đây,0.0
19595,phân ưu,chia buồn,0.2
19596,sau hết,cuối cùng,0.0
19597,chiến bại,thua trận,-0.6
19598,xà lan,Xemsà lan,0.0
19599,tí teo,xemtí tẹo,0.0
19600,hương lão,người già,0.0
19601,trăng trắng,hơi trắng,0.0
19602,trắng lôm lốp,rất trắng,0.0
19603,gốc phần,quê hương,0.2
19604,khó thương,đáng ghét,-0.8
19605,khoa đại,khoác lác,-0.6
19606,tên chữ,nhưtên tự,0.0
19607,thượng tân,khách quý,0.6
19608,sánh đôi,kết duyên,0.7
19609,thực dân địa,thuộc địa,-0.7
19610,giáo đồ,xemtín đồ,0.0
19611,tốt bạn,bạn tử tế,0.7
19612,ỏm tỏi,nhưom sòm,-0.5
19613,khuất nhục,chịu nhục,-0.8
19614,thước ta,thước mộc,0.0
19615,hương thơm,tiếng tốt,0.7
19616,nhậu,uống rượu,0.0
19617,tơi tả,xemtả tơi,-0.7
19618,rượt,tập luyện,0.0
19619,thước vuông,mét vuông,0.0
19620,ranh ma,tinh quái,-0.6
19621,tót vời,tuyệt vời,0.9
19622,tối dạ,chậm hiểu,-0.6
19623,rượu chát,rượu vang,0.0
19624,tối hậu,cuối cùng,0.0
19625,la hét,la rất to,-0.4
19626,gá nghĩa,kết nghĩa,0.6
19627,ép nài,xemnài ép,-0.7
19628,thư song,phòng học,0.0
19629,khuya khoắt,quá khuya,0.0
19630,tức thị,xemtức là,0.0
19631,cha mẹ,cha và mẹ,0.2
19632,tự tín,nhưtự tin,0.7
19633,trợ tá,nhưtrợ lý,0.0
19634,cắc kè,xemtắc kè,0.0
19635,ói,nhiều lắm,0.0
19636,gốc tích,nguồn gốc,0.0
19637,rụng,rơi xuống,0.0
19638,ngoại hương,quê ngoại,0.2
19639,to lớn,to và lớn,0.0
19640,rát ruột,thấy tiếc,-0.5
19641,nhịn nhục,chịu đựng,-0.7
19642,kiện khang,khoẻ mạnh,0.8
19643,thất trận,thua trận,-0.8
19644,rời rã,nhưrã rời,-0.6
19645,thông lệ,lệ thường,0.0
19646,rờ rệt,nhưrờ rẫm,-0.3
19647,thư thư,không vội,0.0
19648,thây kệ,nhưmặc kệ,-0.3
19649,vạn sự,Mọi việc.,0.0
19650,rơm rớm,hơi ứa ra,-0.3
19651,giông giống,hơi giống,0.0
19652,giống như in,rất giống,0.0
19653,rầm rì,nhưrì rầm,0.0
19654,rậm râu,nhiều râu,0.0
19655,khăn chế,khăn tang,-0.8
19656,khăn đẹp,khăn tang,-0.8
19657,hách,tỏ vẻ oai,-0.6
19658,môn đồ,nhưmôn đệ,0.0
19659,khách địa,đất khách,-0.2
19660,nhỡ miệng,nhưlỡ lời,-0.4
19661,thôn quê,nông thôn,0.0
19662,bình nguyên,đồng bằng,0.0
19663,mảnh cộng,xemlá cẩm,0.0
19664,nghinh,nhưnghênh,0.5
19665,phớt đều,lờ hẳn đi,-0.4
19666,thẳng thắn,rất thẳng,0.0
19667,thục tội,chuộc tội,-0.3
19668,hải tặc,cướp biển,-0.9
19669,lập quốc,dựng nước,0.8
19670,thôn dã,nông thôn,0.0
19671,ra dáng,tỏ vẻ như,0.0
19672,tất tưởi,nhưtất tả,-0.3
19673,nghi ngờ,không tin,-0.5
19674,tửu điếm,quán rượu,0.0
19675,tửu quán,quán rượu,0.0
19676,thọ mệnh,cuộc sống,0.2
19677,vầy lửa,Nhóm lửa.,0.0
19678,khí trời,không khí,0.0
19679,thủ lễ,giữ lễ độ,0.6
19680,sân sướng,sân nhà ở,0.0
19681,hởi,thoả lòng,0.7
19682,tù phạm,phạm nhân,-0.8
19683,trước nhất,trước hết,0.0
19684,ghế vải,nhưghế bố,0.0
19685,múp,"tròn, đầy",0.3
19686,tạnh trời,không mưa,0.0
19687,mê mải,xemmải mê,0.5
19688,tử thần,thần chết,-0.9
19689,nữa,tiếp thêm,0.0
19690,tự quân,vua kế vị,0.0
19691,dây lưng,thắt lưng,0.0
19692,hở,không kín,0.0
19693,lộn sòng,đánh tráo,-0.7
19694,quẹt,đánh diêm,0.0
19695,kếch,to quá cỡ,-0.2
19696,lót lòng,xemlót dạ,0.0
19697,thế lộ,đường đời,0.0
19698,nghe ngóng,lắng nghe,0.0
19699,na ná,gần giống,0.0
19700,sờm sỡ,xemsàm sỡ,-0.8
19701,sốt vó,cuống lên,-0.6
19702,sai dị,khác nhau,0.0
19703,đánh thuế,đóng thuế,0.0
19704,cây cỏ,nhưcỏ cây,0.0
19705,rễ cọc,nhưrễ cái,0.0
19706,sui gia,thông gia,0.0
19707,thế đồ,đường đời,0.0
19708,thánh địa,đất thánh,0.5
19709,rù rờ,chậm chạp,-0.3
19710,nghe ra,hiểu được,0.0
19711,nghếch mắt,nhưnghếch,0.0
19712,mực độ,nhưmức độ,0.0
19713,in như,giống như,0.0
19714,nằn nì,xemnăn nỉ,-0.3
19715,phó từ,xemphụ từ,0.0
19716,bỡn cợt,trêu chọc,-0.4
19717,rời ra,tách khỏi,0.0
19718,loang loãng,không đặc,0.0
19719,phát nguyên,bắt nguồn,0.0
19720,thổi nấu,nấu nướng,0.0
19721,ôn vật,nhưôn con,0.4
19722,qua cầu,từng trải,0.3
19723,mần thinh,làm thinh,-0.1
19724,xuất chinh,Ra trận.,-0.7
19725,ác vàng,mặt trời,0.0
19726,ít oi,nhưít ỏi,-0.4
19727,sạch bong,rất sạch,0.7
19728,êm giấc,ngủ ngon,0.8
19729,bác đồng,giáo mác,0.0
19730,khíu,khâu tạm,0.0
19731,sáng láng,minh mẫn,0.7
19732,long lỏng,hơi lỏng,0.0
19733,ì à ì ạch,xemì ạch,-0.4
19734,ông công,thần bếp,0.4
19735,trẽn,khó cháy,0.0
19736,ngon lành,rất ngon,0.8
19737,khiếm diện,vắng mặt,0.0
19738,khuất thân,chịu luỵ,-0.7
19739,nhẻ nhói,chê cười,-0.6
19740,sưu dịch,việc sưu,-0.6
19741,ngọt lừ,ngọt lắm,0.6
19742,ngọt lự,rất ngọt,0.6
19743,sang sáng,hơi sáng,0.0
19744,tuệ tinh,sao chổi,0.0
19745,mỏng mẻo,quá mỏng,-0.2
19746,mỏng tanh,quá mỏng,-0.2
19747,èo ọt,yếu đuối,-0.6
19748,trẹt lét,rất nông,0.0
19749,êm ả,yên tĩnh,0.8
19750,tí tị,xemtí ti,0.0
19751,tròn xoe,rất tròn,0.0
19752,trọi trơn,hết sạch,-0.3
19753,hữu duyên,có duyên,0.6
19754,tho,thua kém,-0.5
19755,nghe phong thanh,nghe đồn,0.0
19756,khang khác,hơi khác,0.0
19757,khang khảng,nhưkháng,-0.3
19758,khảnh ăn,xemkhảnh,-0.2
19759,tròn trõn,trơ trọi,-0.6
19760,tròn vo,rất tròn,0.0
19761,mồ,"nhưmộ,mả",-0.5
19762,é,húng dổi,0.0
19763,khom khom,hơi khom,0.0
19764,tử tôn,con cháu,0.0
19765,sầu muộn,buồn rầu,-0.8
19766,tiệm,cửa hàng,0.0
19767,trờ trờ,xemsờ sờ,0.0
19768,tiêm tất,tươm tất,0.6
19769,sân si,nổi giận,-0.7
19770,tứ phía,bốn phía,0.0
19771,ho lao,lao phổi,-0.8
19772,mạt thế,cuối đời,-0.5
19773,nhắp mắt,chợp ngủ,0.0
19774,truy vấn,truy hỏi,-0.2
19775,săn bắt,lùng bắt,-0.3
19776,khum khum,hơi cong,0.0
19777,tối tân,mới nhất,0.6
19778,nhão nhạo,rất nhão,-0.3
19779,ria,"rìa, ven",0.0
19780,nòng nực,nóng bức,-0.5
19781,nghiêm cấm,cấm ngặt,-0.6
19782,số thừa,xemsố dư,0.0
19783,nhão nhoét,quá nhão,-0.4
19784,quých,khờ khạo,-0.5
19785,lạnh giá,rất lạnh,-0.5
19786,mừng rỡ,mừng quá,0.8
19787,mừng rơn,rất mừng,0.8
19788,trùng sinh,sống lại,0.6
19789,ngấc,nhưngẩng,0.0
19790,hạn hán,nắng hạn,-0.7
19791,khoáng dật,thư nhàn,0.7
19792,tiên ông,ông tiên,0.6
19793,khai đao,chém đầu,-0.9
19794,Cánh hồng,sự đi xa,0.0
19795,tối hảo,tốt nhất,0.9
19796,toang hoang,mở toang,-0.4
19797,nước miếng,nước bọt,0.0
19798,thục hồi,chuộc về,0.4
19799,mành mành,bức mành,0.0
19800,non nớt,thấp kém,-0.6
19801,ngám,vừa khít,0.0
19802,run sợ,tỏ ra sợ,-0.7
19803,tum húp,phồng to,-0.2
19804,mỏng dính,rất mỏng,0.0
19805,kêu ca,than thở,-0.5
19806,sinh tồn,sống còn,0.0
19807,siêng năng,chăm chỉ,0.7
19808,ngan ngán,hơi ngán,-0.3
19809,cợt,đùa trêu,0.0
19810,trùn,giun đất,0.0
19811,ngu ngốc,rất ngốc,-0.8
19812,quắt quéo,gian dối,-0.7
19813,đẫm,ướt sũng,0.0
19814,lũa,Rửa nát.,-0.4
19815,quân phân,chia đều,0.0
19816,phạn điếm,hàng cơm,0.0
19817,hoàng cung,cung vua,0.0
19818,miễu,miếu nhỏ,0.0
19819,sinh đẻ,sinh con,0.0
19820,ruộm,xemnhuộm,0.0
19821,ruồng bố,càn quét,-0.6
19822,sơ bộ,bước đầu,0.0
19823,lục địa,đất liền,0.0
19824,sịt,hít mạnh,0.0
19825,so đọ,nhưso đo,0.0
19826,ngăn ngắn,hơi ngắn,0.0
19827,ngắn hủn,ngắn quá,-0.3
19828,thũng,bệnh phù,-0.6
19829,là đà,xemla đà,0.0
19830,kém cạnh,thua kém,-0.6
19831,thế sự,việc đời,0.0
19832,thế thái,thói đời,0.0
19833,nư,cơn giận,-0.7
19834,hoạt kịch,kịch vui,0.6
19835,thừa tiếp,đón tiếp,0.5
19836,núi sông,đất nước,0.0
19837,suýt soát,gần bằng,0.0
19838,sờn chí,nản lòng,-0.7
19839,rôm trò,vui nhộn,0.8
19840,ngủn ngoẳn,quá ngắn,-0.4
19841,hưởng thọ,sống lâu,0.7
19842,trở mặt,lật lọng,-0.8
19843,đa sầu,hay buồn,-0.7
19844,ướt át,Rất ướt.,0.0
19845,nhưng nhức,hơi nhức,-0.4
19846,ninh ních,thật đầy,0.0
19847,nhũng nhiễu,quấy rầy,-0.7
19848,chốn,"nơi, chỗ",0.0
19849,ỉm,giấu kín,0.0
19850,húi,xén ngắn,0.0
19851,lai hàng,xin hàng,-0.5
19852,nghìn thu,muôn đời,0.0
19853,tinh thạo,nắm vững,0.7
19854,súp-lơ,xemsu-lơ,0.0
19855,ngoắt,xemngoặt,0.0
19856,trò chơi,cuộc vui,0.6
19857,gièm giẹp,hơi giẹp,-0.2
19858,trối trăng,trối lại,0.0
19859,tiểu xảo,khéo vặt,-0.3
19860,nghĩa tử,con nuôi,0.0
19861,gàn quải,ngăn cản,-0.4
19862,mặt cưa,răng cưa,0.0
19863,ngài ngại,hơi ngại,-0.2
19864,vẻ ngân,Ánh bạc.,0.0
19865,quà cáp,quà biếu,0.4
19866,tai tái,hơi chín,0.0
19867,phét lác,nói phét,-0.6
19868,thượng mã,lên ngựa,0.0
19869,nội tướng,người vợ,0.0
19870,nghĩa phụ,cha nuôi,0.0
19871,muộn màng,quá chậm,-0.5
19872,muộn mằn,chậm con,-0.3
19873,tanh tanh,hơi tanh,-0.4
19874,xảo,Dối trá.,-0.8
19875,khuất khúc,quanh co,0.0
